frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_10,away_x_11,away_x_12,away_x_16,away_x_18,away_x_19,away_x_2,away_x_20,away_x_21,away_x_23,away_x_24,away_x_4,away_x_5,away_x_6,away_x_8,away_x_9,away_y_10,away_y_11,away_y_12,away_y_16,away_y_18,away_y_19,away_y_2,away_y_20,away_y_21,away_y_23,away_y_24,away_y_4,away_y_5,away_y_6,away_y_8,away_y_9,gk_away,home_x_1,home_x_10,home_x_13,home_x_14,home_x_15,home_x_18,home_x_2,home_x_20,home_x_23,home_x_24,home_x_6,home_x_7,home_x_9,home_y_1,home_y_10,home_y_13,home_y_14,home_y_15,home_y_18,home_y_2,home_y_20,home_y_23,home_y_24,home_y_6,home_y_7,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
153897,3833,148851,72.47,2,6543196,SH,OTB,4625,Robert Lewandowski,9,1,CF,-41.06,7.78,42.008,9.199,51.186,NA,27.496,NA,43.732,NA,51.282,34.273,NA,43.019,46.272,NA,40.175,39.86,-24.596,-14.129,-18.641,NA,-24.318,NA,-1.631,NA,-1.851,-13.634,NA,-7.443,-11.303,NA,-16.276,1.515,21,-28.63,28.907,44.262,8.332,8.332,14.992,29.821,NA,42.517,38.428,29.577,NA,40.994,-3.134,-19.641,-24.598,-9.094,-9.094,7.424,-26.927,NA,0.16,8.828,-6.035,NA,-8.351,1,FALSE,no_data,2,72.47,OTB,TRUE,NA,NA,4625,Robert Lewandowski,NA,NA,S,FALSE,FALSE,B,FALSE
163537,3833,158542,77.83,2,6542674,SH,OTB,14004,Abdulelah Al-Malki,8,0,DM,39.2,4.72,-41.239,-41.92,-48.867,NA,-45.211,NA,-36.36,NA,25.851,-23.482,NA,-12.955,-13.46,NA,-37.389,-42.539,-16.452,-9.762,-11.891,NA,-2.981,NA,9.649,NA,-0.85,-0.1,NA,2.154,-3.773,NA,-5.236,1.522,21,-51.569,-42.356,-40.541,-44.686,-46.109,-44.691,-45.543,NA,-38.606,-42.96,-44.358,NA,-23.564,-1.331,-5.218,-10.734,-6.802,-3.361,0.36,-9.336,NA,-6.249,3.766,-13.827,NA,-6.694,1,FALSE,no_data,2,77.82,OTB,FALSE,NA,NA,14004,Abdulelah Al-Malki,NA,NA,F,FALSE,FALSE,O,FALSE
169082,3833,164087,80.91,2,6542920,SH,OTB,4851,Krzysztof Piatek,23,1,CF,-51.99,2.39,16.07,2.79,45.75,NA,14.722,NA,45.039,NA,51.39,18.769,NA,44.168,46.445,NA,40.88,38.079,-20.873,-13.502,-18.126,NA,-0.477,NA,-2.64,NA,-0.314,-14.291,NA,-1.325,-6.325,NA,-2.511,6.15,21,-31.654,20.394,39.575,3.933,1.973,12.404,15.052,NA,41.325,34.182,18.614,NA,41.939,-1.316,-16.651,-21.891,1.532,-8.974,14.89,-22.224,NA,-1.984,8.775,-1.772,NA,0.936,1,TRUE,goal_detected,2,80.9,OTB,TRUE,NA,NA,4851,Krzysztof Piatek,NA,NA,S,FALSE,FALSE,O,FALSE
170085,3833,165090,81.47,2,6543151,SH,OTB,4625,Robert Lewandowski,9,1,CF,-42.41,1.94,28.174,6.01,26.477,NA,4.55,NA,30.887,NA,47.634,15.922,NA,37.379,34.486,NA,36.044,10.725,-0.163,-19.792,-25.607,NA,-8.166,NA,18.787,NA,-3.097,-15.715,NA,16.448,-18.228,NA,-5.508,23.13,21,-31.749,19.248,22.36,-0.366,-1.838,3.247,6.132,NA,34.98,14.678,21.046,NA,40.769,-1.791,-13.388,-22.261,1.047,-4.277,16.562,-19.844,NA,-12.012,13.801,0.154,NA,-4.362,1,TRUE,goal_detected,2,81.43,OTB,TRUE,NA,NA,4625,Robert Lewandowski,13987,Mohammed Al-Owais,S,FALSE,FALSE,G,TRUE
178969,3833,174004,86.41,2,6543378,SH,OTB,14009,Abdulrahman Al-Oboud,20,0,RW,52.48,-7.06,-30.907,NA,-37.349,NA,-48.627,NA,-38.735,-50.925,29.337,-24.092,-24.747,-5.817,-6.197,NA,NA,-47.859,-7.938,NA,-17.17,NA,-24.062,NA,19.578,6.56,-0.871,1.102,-18.701,-3.272,-9.36,NA,NA,-3.499,21,-52.215,-44.999,-32.793,-49.935,-48.861,-49.993,-49.028,NA,-40.58,-48.524,-45.667,NA,-11.27,2.64,-11.694,-18.186,0.524,-6.305,5.626,-14.13,NA,-17.008,10.545,-0.708,NA,-9.926,1,FALSE,no_data,2,86.4,OTB,FALSE,NA,NA,14009,Abdulrahman Al-Oboud,NA,NA,S,FALSE,FALSE,O,FALSE
178969,3833,174005,86.41,2,6543378,SH,OTB,14009,Abdulrahman Al-Oboud,20,0,RW,52.48,-7.06,-30.907,NA,-37.349,NA,-48.627,NA,-38.735,-50.925,29.337,-24.092,-24.747,-5.817,-6.197,NA,NA,-47.859,-7.938,NA,-17.17,NA,-24.062,NA,19.578,6.56,-0.871,1.102,-18.701,-3.272,-9.36,NA,NA,-3.499,21,-52.215,-44.999,-32.793,-49.935,-48.861,-49.993,-49.028,NA,-40.58,-48.524,-45.667,NA,-11.27,2.64,-11.694,-18.186,0.524,-6.305,5.626,-14.13,NA,-17.008,10.545,-0.708,NA,-9.926,1,FALSE,no_data,2,86.4,OTB,FALSE,NA,NA,14009,Abdulrahman Al-Oboud,NA,NA,S,FALSE,FALSE,O,FALSE
178969,3833,174006,86.41,2,6543378,SH,OTB,14009,Abdulrahman Al-Oboud,20,0,RW,52.48,-7.06,-30.907,NA,-37.349,NA,-48.627,NA,-38.735,-50.925,29.337,-24.092,-24.747,-5.817,-6.197,NA,NA,-47.859,-7.938,NA,-17.17,NA,-24.062,NA,19.578,6.56,-0.871,1.102,-18.701,-3.272,-9.36,NA,NA,-3.499,21,-52.215,-44.999,-32.793,-49.935,-48.861,-49.993,-49.028,NA,-40.58,-48.524,-45.667,NA,-11.27,2.64,-11.694,-18.186,0.524,-6.305,5.626,-14.13,NA,-17.008,10.545,-0.708,NA,-9.926,1,FALSE,no_data,2,86.4,OTB,FALSE,NA,NA,14009,Abdulrahman Al-Oboud,NA,NA,S,FALSE,FALSE,O,FALSE
178969,3833,174007,86.41,2,6543378,SH,OTB,14009,Abdulrahman Al-Oboud,20,0,RW,52.48,-7.06,-30.907,NA,-37.349,NA,-48.627,NA,-38.735,-50.925,29.337,-24.092,-24.747,-5.817,-6.197,NA,NA,-47.859,-7.938,NA,-17.17,NA,-24.062,NA,19.578,6.56,-0.871,1.102,-18.701,-3.272,-9.36,NA,NA,-3.499,21,-52.215,-44.999,-32.793,-49.935,-48.861,-49.993,-49.028,NA,-40.58,-48.524,-45.667,NA,-11.27,2.64,-11.694,-18.186,0.524,-6.305,5.626,-14.13,NA,-17.008,10.545,-0.708,NA,-9.926,1,FALSE,no_data,2,86.4,OTB,FALSE,NA,NA,14009,Abdulrahman Al-Oboud,NA,NA,S,FALSE,FALSE,O,FALSE
178969,3833,174008,86.41,2,6543378,SH,OTB,14009,Abdulrahman Al-Oboud,20,0,RW,52.48,-7.06,-30.907,NA,-37.349,NA,-48.627,NA,-38.735,-50.925,29.337,-24.092,-24.747,-5.817,-6.197,NA,NA,-47.859,-7.938,NA,-17.17,NA,-24.062,NA,19.578,6.56,-0.871,1.102,-18.701,-3.272,-9.36,NA,NA,-3.499,21,-52.215,-44.999,-32.793,-49.935,-48.861,-49.993,-49.028,NA,-40.58,-48.524,-45.667,NA,-11.27,2.64,-11.694,-18.186,0.524,-6.305,5.626,-14.13,NA,-17.008,10.545,-0.708,NA,-9.926,1,FALSE,no_data,2,86.4,OTB,FALSE,NA,NA,14009,Abdulrahman Al-Oboud,NA,NA,S,FALSE,FALSE,O,FALSE
178969,3833,174009,86.41,2,6543378,SH,OTB,14009,Abdulrahman Al-Oboud,20,0,RW,52.48,-7.06,-30.907,NA,-37.349,NA,-48.627,NA,-38.735,-50.925,29.337,-24.092,-24.747,-5.817,-6.197,NA,NA,-47.859,-7.938,NA,-17.17,NA,-24.062,NA,19.578,6.56,-0.871,1.102,-18.701,-3.272,-9.36,NA,NA,-3.499,21,-52.215,-44.999,-32.793,-49.935,-48.861,-49.993,-49.028,NA,-40.58,-48.524,-45.667,NA,-11.27,2.64,-11.694,-18.186,0.524,-6.305,5.626,-14.13,NA,-17.008,10.545,-0.708,NA,-9.926,1,FALSE,no_data,2,86.4,OTB,FALSE,NA,NA,14009,Abdulrahman Al-Oboud,NA,NA,S,FALSE,FALSE,O,FALSE
