shooter_id,rgax
8129,-5.811959474526262e-4
8133,-1.1467006286964316e-4
8134,0.002157517860001566
8136,8.275136853388943e-4
8138,3.166378000614279e-4
8257,-3.104877019163305e-4
8324,-3.0950573959588303e-4
8326,-5.015691597147004e-4
8328,0.00148597634947705
8330,-3.2011877817247057e-4
8341,0.001411050188452895
8342,5.024854135082697e-4
8343,-1.383272925560514e-4
8344,4.3485419072940697e-4
8400,-1.4020246605886427e-4
8419,0.0012340918693686904
8420,-4.4933799885515704e-5
8551,-2.5708466754619457e-4
8555,-1.2595057398405497e-4
8561,-7.640757248214627e-5
8564,0.001139743551274624
8583,-0.0036371949081082677
8593,-0.001073339479243463
8627,-5.672077707277249e-4
8631,5.593294076243569e-4
8854,-1.7521591936014205e-6
8927,-0.0031497222383359636
9089,4.5927366446585637e-5
9094,-5.219230454909697e-4
9178,1.6968118587816207e-5
9330,3.840302199828882e-4
9820,0.0017961058008564466
9824,5.447766557100141e-4
9837,-6.787938905698066e-4
9865,-0.0016857840916560266
9918,-4.1821142262432067e-4
9939,2.8800671548332685e-5
9963,2.41399739284271e-4
9981,-7.97403296993363e-5
9993,-2.0646361545157153e-6
10704,-7.568683315643312e-5
10715,6.9123039873274e-5
11094,6.925651081993563e-4
11488,-0.0037771167609523563
11841,-5.972770767260839e-4
11854,-1.8102832428268777e-4
11856,-9.641343673759511e-4
11960,-0.002916006177968746
11994,-2.2614873636555825e-4
12022,0.0012452966939331532
12154,-3.017874286341383e-4
12183,-2.523200925444543e-4
12502,0.001209373527845367
12514,-0.003130064146330058
12561,0.0027956061258598204
12576,3.080118520587537e-4
12586,-2.5536412323000487e-4
12640,-3.350819834997005e-4
12643,-1.0979362806405882e-4
12664,-3.81676231794274e-4
12777,1.7058402549543272e-4
12820,-4.121455623535521e-5
12945,5.813707613483403e-4
13021,1.8786646808038868e-4
13032,5.05847653518064e-4
13044,2.564367767446613e-4
13049,-6.333231087265228e-4
13121,6.703956370591404e-5
13178,-1.7990760338106873e-4
13222,0.0014528412031871566
13228,-2.3837732146391756e-4
13563,-3.1055362410297566e-4
13779,2.963880182601786e-4
13780,0.0013043457248655456
13785,-2.405278775621463e-4
13788,1.3349618695686601e-4
13797,7.954822611426012e-4
13801,-1.0322914813104683e-4
13802,-4.461975258116149e-4
13813,4.0409835817518556e-4
13815,0.004440243943525908
13817,6.089339520888538e-4
13819,-3.7102428873393446e-4
13820,5.11241235777944e-4
13821,-3.65238790882106e-4
13823,-0.008623434043129388
13825,0.001674162563008273
13830,-1.8699124977256115e-4
13848,-4.7505751405399276e-4
13850,-4.284514440415761e-4
13851,2.3527995777245552e-4
13857,9.288050490532131e-4
13858,-1.2787309577585705e-4
13859,-6.762401546289865e-5
13860,5.41088328763503e-4
13864,-2.6328129732270007e-4
13866,-4.5609265771815946e-4
13869,4.7269634366882077e-4
13870,0.002511410597106486
13872,3.347157985779836e-4
13873,4.74282953197244e-4
13875,-0.002939291648171578
13904,0.0015306746336968082
13906,-1.998785798154523e-4
13910,7.619908077958095e-4
13911,-0.003147314344143542
13912,-0.002694820193057576
13917,5.7018804827776244e-5
13918,8.283919046693599e-4
13919,5.056497132832182e-4
13922,2.5169520825403107e-4
13923,0.0016968929439850808
13926,-5.037463564054697e-4
13929,0.0028893634574183834
13930,-0.009571601813200305
13937,1.7194914488062978e-4
13940,0.001700517570105645
13944,-1.0203041300546343e-4
13946,-2.6677374225321184e-4
13947,-3.7098572410498734e-4
13954,-3.7157219026318685e-4
13960,1.4496338743657375e-4
13961,-1.6207973197341155e-4
13962,5.673924376611712e-4
13963,0.0016055850611737803
13970,-0.014112032142273183
13971,-3.741887601505173e-4
13977,-2.95492304766989e-5
13978,-0.006004338292584632
13980,-1.9035830017696175e-4
13981,-0.0019002939543071823
13982,8.289583009283125e-5
13983,4.944920891352137e-4
13984,-4.647518412404222e-5
13991,-5.6021556585016016e-5
13993,8.921014939005872e-4
13994,3.860962493748953e-4
13995,-3.5920865068974413e-4
13998,-0.005199792610707947
14000,1.598245869061621e-4
14003,6.477340466753067e-4
14004,1.2925970315493397e-4
14006,-3.6415842430173134e-4
14009,0.002080329118199037
14010,3.5540239443941006e-4
14011,-0.0034075433721574727
14018,-0.0011481730704928
14022,0.0018713759494622703
14024,1.0621894152906468e-4
14025,9.803910183254355e-4
14027,4.8278266816056064e-4
14028,-0.002916900808465501
14030,0.0031877180559436486
14040,-0.0081359155268206
