shooter,number_of_shots,non_penalty_goals_scored,GAX,rGAX,tstat,sd.V1,ci_lower,ci_upper,shooter_name,shooter_position_type
4883,10,3,1.5097604393959045,0.7197528737093728,2.427709274331856,0.29534997599116364,0.14086692076669205,1.2986388266520534,Andrej Kramaric,F
4892,3,1,0.7373264320194721,0.2296211518638197,1.3814916712915861,0.16592805149723838,-0.09559782907076753,0.5548401327984069,Josko Gvardiol,D
4908,14,1,-0.1939140073955059,0.05442401563303122,0.1710615579156824,0.3057887536540245,-0.5449219415288569,0.6537699727949193,Dani Olmo,F
4915,5,1,0.7896628100425005,0.17927758092466606,0.8592232805865404,0.20767986472743857,-0.22777495394111352,0.5863301157904457,Hee-chan Hwang,F
4926,2,0,-0.08987581729888916,-0.0022944189795918355,-0.021867712815785194,0.1454529646537653,-0.2873822297009718,0.2827933917417882,Borna Sosa,D
4928,5,0,-0.33906272798776627,-0.01458681042642982,-0.07609656697141573,0.21538682986300342,-0.4367449969579165,0.40757137610505684,Wataru Endo,M
5009,2,2,1.7150184959173203,0.5210981655026455,3.825081574284342,0.13611335291798887,0.2543159937833874,0.7878803372219036,Wout Weghorst,F
5029,1,0,-0.07925117760896683,-0.03831455819412953,-0.36456414470041343,0.10512920371994117,-0.2443677974852142,0.16773868109695517,Silvan Widmer,D
5035,1,0,-0.04571741446852684,-0.0022557122933988434,-0.02380693066721677,0.10708226411386448,-0.21213694995657323,0.20762552536977552,Edimilson Fernandes,M
5038,1,0,-0.028214260935783386,-0.095029016037415,-0.879682702329153,0.10781067053743668,-0.30633793029079087,0.1162798982159609,Jae-sung Lee,F
5063,1,0,-0.03949837014079094,0.015698890159360043,0.1631399592336773,0.09610761372309501,-0.17267203273790616,0.20406981305662625,Mathias Jensen,M
5070,2,0,-0.5437763631343842,-0.13577607143990936,-1.0094295518544658,0.13445766290886518,-0.39931309074128507,0.12776094786146638,Saman Ghoddos,F
5074,2,0,-0.20209065079689026,-0.049646050756487814,-0.3118661481275638,0.16054724263701714,-0.3643186463250414,0.2650265448120658,Bryan Mbeumo,F
5097,2,0,-0.3374323844909668,0.008215296692491785,0.0479451282309915,0.14887691636348271,-0.28358345937993434,0.3000140527649179,Ibrahima Konaté,D
5098,3,0,-0.33075227588415146,-0.03646301303287985,-0.23040433207143945,0.16049235925471933,-0.3510280371721297,0.27810201110637,Ko Itakura,D
5135,4,0,-0.46736982464790344,-0.20913620126228277,-1.0598890940853056,0.19786500542130353,-0.5969516118880377,0.17867920936347215,Josh Sargent,F
5139,4,0,-1.1351753622293472,-0.4138645188542453,-1.8914369379194507,0.21947236871996537,-0.8440303615453775,0.016301323836886816,Romelu Lukaku,F
5178,3,1,0.6011939011514187,0.1941108501070797,1.0572117465042585,0.18301752580931643,-0.16460350047918051,0.55282520069334,Osman Bukari,F
5968,3,1,0.6839781142771244,0.29501603228395046,1.567169406790053,0.18794059427363782,-0.07334753249237969,0.6633795970602806,Lovro Majer,M
6019,5,0,-0.31981146708130836,-0.03696036488725117,-0.17177554686864663,0.21582311311733,-0.45997366659721795,0.3860529368227156,Nikola Vlasic,M
6020,14,1,-1.3949205167591572,-0.3566624622217069,-1.0765103490313945,0.33457782034539796,-1.0124349900986869,0.29911006565527315,Cristiano Ronaldo,F
6596,2,0,-0.20046968758106232,-0.043158335743890136,-0.28416512826283247,0.1492409185655802,-0.33567053613242737,0.24935386464464707,Jeremy Sarmiento,F
6655,2,0,-0.1192115992307663,8.733682596372028e-4,0.0060296261278662226,0.1294333299113535,-0.2528159583666157,0.25456269488589006,Nicolas N'Koulou,D
6895,8,0,-0.6598320156335831,-0.06772799528722606,-0.2712053446409454,0.25684885262786833,-0.5711517464378479,0.4356957558633958,Rodrigo de Paul,M
6916,4,0,-0.1547614447772503,0.04123689047241116,0.200236934057663,0.20232473384162128,-0.35531958785716655,0.4377933688019888,Junior Hoilett,F
6935,2,0,-0.126419048756361,-0.007031745203451742,-0.049212330583700524,0.13932807979560974,-0.2801147816028468,0.26605129119594334,Joe Allen,M
6967,3,0,-0.14556557685136795,0.021956343471907277,0.1295043713534598,0.16879119775792073,-0.30887440413361733,0.3527870910774319,Riley McGree,M
7008,2,0,-0.13434022665023804,0.002080167871630129,0.010665755512421183,0.14705874436567368,-0.2861549710850903,0.29031530682835055,Brennan Johnson,M
7192,2,0,-0.30826614797115326,-0.09984877890812885,-0.6815979435660067,0.14644946006608778,-0.3868897206376609,0.1871921628214032,Antoine Semenyo,F
7419,2,0,-0.09865695983171463,-0.006684359991181644,-0.04180779915450052,0.15272626818234922,-0.30602784562858615,0.2926591256462228,Krystian Bielik,M
7441,5,0,-0.7680226676166058,-0.10824673637503146,-0.4943425464354777,0.2170890332373161,-0.533741241520171,0.3172477687701081,Sardar Azmoun,F
7443,4,0,-0.15149589255452156,-0.03249359129692615,-0.16625522884716276,0.1970384968108472,-0.41868904504618665,0.35370186245233437,Christian Eriksen,M
7584,3,0,-0.24481591396033764,-0.1725779777399849,-1.0649730488300504,0.16218245206245546,-0.4904555837823976,0.14529962830242782,Rodrigo Bentancur,M
7605,1,0,-0.037876106798648834,-0.059768654950869256,-0.5582157679054411,0.1075349250626869,-0.2705371080737356,0.15099979817199707,Olivier Ntcham,M
7649,4,0,-0.1836903654038906,-0.02022564316704458,-0.11707111032211015,0.18056047906639708,-0.37412418213718285,0.3336728958030937,Mohamed Drager,D
7955,1,0,-0.033721502870321274,-0.009495664358780536,-0.10078112971635922,0.09668063948558184,-0.19898971775052093,0.17999838903295984,Rubin Colwill,M
7966,6,0,-1.2541645020246506,-0.33477924475497617,-1.4706929024258582,0.22871451053578754,-0.7830596854051197,0.11350119589516738,Kieffer Moore,F
7988,7,1,0.17953599616885185,-0.008282937546611068,-0.0425955816568922,0.23979081661736498,-0.47827293811664645,0.4617070630234243,Boulaye Dia,F
8008,6,3,1.6445657685399055,0.50040251542832,2.126831861257085,0.23410577893942908,0.04155518870703906,0.959249842149601,Goncalo Ramos,F
8009,3,0,-0.2522173300385475,-0.1300029507325523,-0.7469058634769876,0.17333477453347867,-0.4697391088181705,0.2097332073530659,Darwin Nunez,F
8011,1,0,-0.2836996018886566,-0.037130374284454565,-0.38006017450475993,0.09726978816380931,-0.2277791590855208,0.15351841051661166,Haris Seferovic,F
8023,1,0,-0.2310669869184494,-0.042947249408541124,-0.4150192423667442,0.10396026711201477,-0.2467093729480901,0.1608148741310078,Lisandro Martinez,D
8025,3,0,-0.546539094299078,-0.12303264393927947,-0.6928869364244026,0.17854254082567772,-0.4729760239576078,0.22691073607904882,Nicolas Tagliafico,D
8026,5,1,0.5819301567971706,0.2533867803602923,1.2865834084156744,0.19528325943030433,-0.12936840812310424,0.6361419688436888,Daley Blind,D
8027,4,0,-0.2600004989653826,-0.14252236017493528,-0.7340833973457518,0.1941220047002656,-0.5230014893874558,0.2379567690375853,Noussair Mazraoui,D
8031,8,2,1.0445051342248917,0.37215314315066783,1.7050372575938952,0.21763365431608864,-0.054408819308865874,0.7987151056102015,Mohammed Kudus,M
8033,2,1,0.632343478500843,0.1559849468764173,1.0759057261931047,0.1443908281827386,-0.12702107636175033,0.438990970114585,Davy Klaassen,M
8034,6,1,0.3561408817768097,0.17487448630448474,0.7997398965206568,0.21913340898659123,-0.25462699530923405,0.6043759679182036,Steven Berghuis,M
8037,2,0,-0.2639220803976059,-0.10138791095616023,-0.6980316577716309,0.14554830007025657,-0.3866625790938631,0.18388675718154263,Dusan Tadić,F
8039,6,0,-0.32212866097688675,-0.016007538373015853,-0.07335677730926692,0.22482455553811867,-0.4566636672277284,0.42464859048169673,Antony,F
8050,1,0,-0.02656303159892559,-0.005055548168934245,-0.04904877771852501,0.10413578790662119,-0.20916169246591176,0.19905059612804327,Alex Sandro,D
8054,7,1,0.11452487483620644,0.14218470610922163,0.5867690703349255,0.23944478782146902,-0.32712707802085766,0.611496490239301,Adrien Rabiot,M
8059,2,1,0.6827443689107895,0.1890008175497606,1.3929224921575247,0.1357637901256781,-0.07709621109656845,0.4550978461960897,Dušan Vlahović,F
8062,1,0,-0.09440120309591293,-0.012705958095867971,-0.1266149624689037,0.09952117361243813,-0.20776745837624672,0.18235554218451078,Aaron Ramsey,M
8071,1,0,-0.0799480751156807,-0.0542276054270597,-0.495113249835024,0.10943659222499431,-0.26872332618804856,0.16026811533392915,Sebastian Coates,D
8077,1,0,-0.04635418951511383,-0.0027364747568657073,-0.02640245279660135,0.10035254061482299,-0.19942745436191875,0.19395450484818735,Joao Palhinha,M
8079,1,0,-0.034878093749284744,0.015987151259763164,0.15136033066955323,0.10243272074360343,-0.18478098139769958,0.2167552839172259,Matheus Nunes,M
8113,2,0,-0.1854480877518654,-0.04394010234441923,-0.353224402963427,0.12411600016921147,-0.2872074626760737,0.19932725798723525,Noah Okafor,F
8129,3,0,-0.20279523357748985,0.012169776888384989,0.07060326650229408,0.16027585468081276,-0.30197089828600804,0.32631045206277803,Marcelo Brozovic,M
8133,1,0,-0.15148277580738068,-0.0011648913876291245,-0.012808469211036535,0.09702447578645468,-0.19133286392908028,0.18900308115382203,Matias Vecino,M
8134,1,1,0.9779304545372725,0.2985090437925168,2.973655518857508,0.10035299833093089,0.10181716706389227,0.49520092052114134,Denzel Dumfries,M
8136,18,1,-0.5745677500963211,0.02941433658615645,0.07584957703126105,0.3199365758528537,-0.5976613520854368,0.6564900252577497,Ivan Perisic,M
8138,15,2,-0.6955592855811119,-0.13267119240236827,-0.432163912241717,0.31537697026137995,-0.7508100541146729,0.48546766930993646,Lautaro Martinez,F
8257,1,0,-0.15221071243286133,-0.014882142539052678,-0.14719013093449035,0.10223825236903884,-0.2152691171823688,0.18550483210426344,Harry Souttar,D
8324,3,0,-0.4520460218191147,-0.0934475522014362,-0.5505463068724877,0.17242288512377416,-0.43139640704403354,0.24450130264116116,Joakim Maehle,D
8326,2,0,-0.11639178916811943,0.00724842317145377,0.05405739487703328,0.12720410094552526,-0.24207161468177574,0.2565684610246833,Teun Koopmeiners,M
8328,3,1,0.14833030104637146,0.01901071977513241,0.10691543382642084,0.17370043480222291,-0.32144213243722447,0.3594635719874893,Remo Freuler,M
8330,3,0,-0.6510496288537979,-0.14763908051461333,-0.8622934607450738,0.17175348840170265,-0.4842759177819505,0.18899775675272384,Mario Pasalic,M
8341,2,1,0.5562769919633865,0.17345116672272629,1.2370997731934426,0.14035347422809735,-0.10164164276434454,0.44854397620979714,Gavi,M
8342,11,1,-0.5856168940663338,-0.18336244220836476,-0.7281850854221197,0.2564528605993585,-0.6860100489831074,0.3192851645663779,Memphis Depay,F
8343,5,0,-0.2565656118094921,-0.005658571240866734,-0.03337005533714754,0.2144267029702096,-0.42593490906247755,0.4146177665807441,Sergiño Dest,D
8344,1,0,-0.11505801975727081,-0.013767555629881578,-0.13496828369697744,0.10178590119308717,-0.2132679219683324,0.18573281070856926,Alex Balde,D
8400,1,0,-0.08885941654443741,-0.07605428970206601,-0.701059134700026,0.10854264531035686,-0.2887978745103654,0.13668929510623343,Christian Fassnacht,M
8419,1,0,-0.10813803225755692,0.015335735452884861,0.14690103433346124,0.10477727416401603,-0.19002772190858655,0.22069919281435627,Gonzalo Montiel,D
8420,2,0,-0.07454188540577888,0.03741146290501385,0.26613800370569773,0.1390861830849677,-0.23519745594152286,0.31002038175155056,Papu Gómez,M
8551,3,0,-0.1697455756366253,-0.04269486241244643,-0.2598211020670729,0.16419714216552597,-0.3645212610568773,0.2791315362319845,Stephen Eustaquio,M
8555,3,0,-0.27461621910333633,-0.07246195080813812,-0.4782471894183357,0.15248280164895267,-0.37132824204008535,0.22640434042380914,Otavio,M
8561,4,1,0.5022550672292709,0.18274161579113132,0.8928942439275291,0.2030388599772184,-0.21521454976421675,0.5806977813464794,Mehdi Taremi,F
8564,2,1,0.8890409842133522,0.3176950016276141,2.202635988539742,0.14421676336351588,0.035030145435123006,0.6003598578201053,Pepe,D
8583,5,1,0.26348644122481346,0.10735688395880572,0.49988187426601777,0.21060194562071918,-0.30542292945780386,0.5201366973754153,Theo Hernandez,D
8593,5,2,1.4651931449770927,0.7461437589649901,3.397598443158024,0.21900249945902214,0.3168988600253067,1.1753886579046735,Rafael Leao,F
8627,2,0,-0.49169689416885376,-0.08184067323822122,-0.6160412545708356,0.13323730249711613,-0.3429857861325688,0.17930443965612639,Atiba Hutchinson,M
8631,1,0,-0.052542977035045624,-0.057520618884479714,-0.5237816362831947,0.11081254025571076,-0.2747131977856728,0.15967196001671338,Georges-Kevin N'Koudou,F
8854,3,0,-0.5547449290752411,-0.1321282540822626,-0.8642706190893592,0.1521299238107448,-0.4303029047513224,0.1660463965867972,Jackson Irvine,M
8927,1,1,0.6255373358726501,0.2542479522417486,1.996666155872182,0.12723210040259514,0.0048730354526621555,0.5036228690308351,Ao Tanaka,M
9089,6,1,0.5200317539274693,0.25842058425610975,1.2229884871524086,0.2098815887380531,-0.1529473296704743,0.6697884981826938,Andreas Skov Olsen,M
9094,2,0,-0.5324382483959198,-0.07773227102166798,-0.5662791514737421,0.13666791800190825,-0.34560139030540815,0.19013684826207222,Cyle Larin,F
9178,3,0,-0.1800318919122219,-0.020742253204837493,-0.12155049377580905,0.1803538015882597,-0.3742357043178265,0.33275119790815155,Marcos Acuña,D
9330,3,0,-0.15455271676182747,-0.0764812131254724,-0.48555074241462104,0.15857789434025546,-0.3872938860323731,0.23433145978142828,Dani Alves,RB
9820,1,1,0.6999779641628265,0.21009233890652565,1.9276387844876144,0.10893004419667077,-0.003410547718949053,0.42359522553200035,Achraf Dari,D
9824,1,0,-0.05265023186802864,-0.0437706388359789,-0.407033183266453,0.10735053320185692,-0.25417768391161843,0.16663640623966067,Montassar Talbi,D
9837,1,0,-0.20193123817443848,-0.07732459592088688,-0.8119638912883144,0.09532326092574123,-0.2641581873353397,0.10950899549356592,Jackson Porozo,D
9865,4,1,0.5951625779271126,0.3159679599949611,1.5398254892044942,0.20439680128941592,-0.08464977053229411,0.7165856905222163,Zakaria Aboukhlal,F
9918,1,0,-0.26113182306289673,-0.03125560196586048,-0.3336129795273174,0.09514221558455062,-0.2177343445115797,0.1552231405798587,Mario Götze,M
9939,4,0,-0.5142314359545708,-0.08626709488410182,-0.4551665068299574,0.1906246017760183,-0.4598913143650977,0.28735712459689405,Jakub Kaminski,F
9963,8,2,0.36358432471752167,0.22848407721466407,0.8676625977703967,0.26101571119035516,-0.28310671671843207,0.7400748711477603,Niclas Fullkrug,F
9981,4,2,1.539004884660244,0.53639924740614775,2.9305081882368844,0.18296755847317067,0.17778283279873325,0.8950156620135623,Ritsu Doan,F
9993,2,1,0.704961970448494,0.28207947708994713,1.9929551774142318,0.14133324513110826,0.005066316632974965,0.5590926375469193,Kalidou Koulibaly,D
10704,1,0,-0.08793313801288605,0.025298660927815568,0.22704200596037274,0.11039697333510559,-0.19107940680899138,0.24167672866462253,Kaoru Mitoma,LW
10715,14,4,1.0049749165773392,0.3702959647751321,1.2585096466375723,0.2923228999542806,-0.2026569191352579,0.9432488486855222,Julian Alvarez,CF
11094,7,3,1.6971557289361954,0.5175263210027715,2.3433305401593447,0.2202985918419465,0.0857410809925564,0.9493115610129866,Cody Gakpo,F
11488,3,1,0.5546414628624916,0.16247791306122467,1.0345308838040461,0.15656099369098792,-0.14438163457311165,0.469337460695561,Ricardo Horta,F
11841,3,0,-0.18341634795069695,-0.05417259055240616,-0.361692245541065,0.14958190898604512,-0.3473531321650546,0.23900795106024228,Hidemasa Morita,M
11854,2,0,-0.12298067659139633,-0.03476525952947843,-0.24513123023593617,0.14250734948334304,-0.3140796645168308,0.2445491454578739,Alexander Bah,D
11856,6,1,0.6216272190213203,0.22622185304232814,1.0640421234523492,0.21102855570851495,-0.18739411614636117,0.6398378222310175,Enzo Fernandez,M
11960,8,3,1.391467735171318,0.6006310755801215,2.3760961005458663,0.25194232817357004,0.10682411235992423,1.0944380388003188,Enner Valencia,F
11994,3,0,-0.3723565340042114,-0.08046770914021166,-0.4834991340903856,0.16743596259233237,-0.4086421958211831,0.24770677754075976,Dries Mertens,F
12022,5,0,-0.6451184190809727,-0.14639783447782811,-0.6513850572230242,0.22785811247426216,-0.5929997349273819,0.3002040659717257,Andreas Cornelius,F
12154,3,1,0.4207009878009558,0.12832327214474684,0.7553399875791635,0.16897273227788606,-0.20286328311990984,0.4595098274094035,Famara Diedhiou,F
12183,7,1,-0.3468373641371727,0.09517419079617041,0.40717717198628456,0.23427654265050418,-0.36400783279881777,0.5543562143911586,Haji Wright,F
12502,2,0,-0.32065117359161377,-0.09349871216868234,-0.6470078093906443,0.14482531047397762,-0.37735632069767844,0.19035889636031378,Min Jae Kim,D
12514,3,1,0.45234905183315277,0.2760072429365079,1.5536743659484695,0.17743583322752007,-0.07176699018943145,0.6237814760624473,Piotr Zielinski,M
12561,5,1,0.48465580120682716,0.20588894819853884,0.9976983166635646,0.20611061564495492,-0.19808785846557278,0.6098657548626505,Sergej Milinković-Savić,M
12576,3,0,-0.3487798124551773,-0.06740693679075334,-0.3777289251497315,0.18115613073201475,-0.42247295302550225,0.2876590794439956,Nikola Milenkovic,D
12586,1,0,-0.05366239696741104,0.014366444349332328,0.13413652188367053,0.10473286054652352,-0.19090996232185378,0.21964285102051842,Sofyan Amrabat,M
12640,1,0,-0.1038828045129776,0.013664351965230546,0.13437894051241075,0.101828375932896,-0.1859192648632456,0.2132479687937067,Martin Hongla,M
12643,1,0,-0.07047439366579056,-0.0315060392750063,-0.27749400872995694,0.11387422916324662,-0.2546995284349697,0.19168744988495706,Darko Lazović,M
12664,1,0,-0.06585603207349777,-0.015923481817838248,-0.14623787186585638,0.11004120288867594,-0.2316042394796431,0.19975727584396658,Saša Lukić,M
12777,3,0,-0.3493747413158417,-0.10773042638447967,-0.6456983272254564,0.16762733835479704,-0.43628000955988183,0.2208191567909225,Abdelhamid Sabiri,M
12820,2,0,-0.30554089695215225,-0.06094924633093976,-0.4117373734228704,0.14815004676056143,-0.35132333798164017,0.22942484531976062,Jakub Kiwior,M
12945,3,0,-0.8176832869648933,-0.2736318760197783,-1.382225466283681,0.1983156179783887,-0.6623304872574202,0.11506673521786359,Bremer,D
13021,1,0,-0.0616677962243557,-0.01718036349017384,-0.1880248761027637,0.09465172591385744,-0.20269774628133444,0.16833701930098674,Abde Ezzalzouli,F
13032,1,0,-0.023031683638691902,-0.07841205735701688,-0.775975114754637,0.10143521535579994,-0.27722507945438474,0.12040096474035099,Pathe Ciss,M
13044,2,0,-0.17231742292642593,-0.012277350285966228,-0.08631679844284242,0.14656876878009767,-0.29955213709495765,0.2749974365230252,Jawad El Yamiq,D
13049,2,0,-0.28399381041526794,-0.032655212891786335,-0.23939451300050843,0.13768249767494403,-0.30251290833467664,0.23720248255110396,Gonzalo Plata,F
13121,4,0,-0.4180848225951195,-0.07395988816137565,-0.3899994214540964,0.19209483307808164,-0.45046576099441565,0.3025459846716643,Yunus Musah,M
13178,1,0,-0.12662434577941895,-0.03865718370307382,-0.3921186302753444,0.09918936928585258,-0.23306834750334487,0.1557539800971972,Nico Williams,F
13222,2,1,0.7459845989942551,0.14572243447656855,1.0445770004136168,0.13935181988265466,-0.12740713249343458,0.41885200144657164,Nahuel Molina,D
13228,3,0,-0.16031216084957123,-0.016493479407281426,-0.1046389775356394,0.16656448284033287,-0.34295986577433385,0.30997290695977103,Youssouf Sabaly,D
13563,1,0,-0.07434684783220291,-0.011572359418619303,-0.12348892303630468,0.09444747824243939,-0.1966894167738005,0.17354469793656188,Jewison Bennette,LW
13779,1,0,-0.20075486600399017,-0.07262928801713278,-0.7409576678143954,0.09796253891989662,-0.26463586430013014,0.11937728826586458,Juan Pablo Vargas,LCB
13780,3,1,0.5742228999733925,0.2583736563340894,1.6229561604077405,0.15883018220098213,-0.05293350077983561,0.5696808134480144,Keysher Fuller,D
13785,1,0,-0.11304992437362671,-0.006664189293902743,-0.07404744627731971,0.08894510159017009,-0.18099658841063612,0.16766820982283062,Gerson Torres,M
13788,2,1,0.4898773580789566,0.28475394923784353,1.9600848308649048,0.14485247882826405,8.430907344459948e-4,0.5686648077412411,Yeltsin Tejeda,M
13797,2,0,-0.43114835023880005,-0.1156106314065256,-0.892536456683147,0.12940372935480007,-0.36924194094193374,0.13802067812888252,Shogo Taniguchi,D
13801,3,0,-0.11384439840912819,-0.07391725493323259,-0.44469662822867134,0.16700546222225138,-0.4012479608888453,0.2534134510223801,Yuki Soma,F
13802,3,2,1.1328646540641785,0.41284764220584563,2.455651879597746,0.16767473398126087,0.08420516360257435,0.7414901208091169,Daizen Maeda,F
13813,3,0,-0.1511230506002903,-0.10602857680272108,-0.6356063462591375,0.16857021055802712,-0.43642618949645423,0.22436903589101204,Fran Karacic,D
13815,1,1,0.8591898679733276,0.3206723108723859,3.0900693681690536,0.1036398546371147,0.11753819578364111,0.5238064259611307,Mathew Leckie,F
13817,1,0,-0.16674965620040894,0.0022099167315444766,0.01939462449485703,0.10233861679362118,-0.19837377218395302,0.20279360564704196,Jamie Maclaren,F
13819,7,1,-0.11979642882943153,0.0998466555744522,0.42465934087673457,0.23008655797101263,-0.35112299804873254,0.5508163091976369,Mitchell Duke,F
13820,2,0,-0.10502786561846733,-0.01095560374716552,-0.08108026874999524,0.14382322094172595,-0.2928491167929484,0.27093790929861733,Aziz Behich,D
13821,1,0,-0.09800519794225693,-0.022611468266565876,-0.232318661364256,0.09686528345746236,-0.2124674238431921,0.16724448731006034,Keanu Baccus,M
13823,2,1,0.7388049438595772,0.31012705926681783,1.9780280172736164,0.15649253802130744,0.0034016847450552556,0.6168524337885803,Craig Goodwin,F
13825,1,0,-0.2605563998222351,-0.07602946540375413,-0.8010051028253853,0.09504235402377628,-0.2623124792903556,0.11025354848284738,Garang Kuol,F
13830,2,0,-0.3795832544565201,-0.03435956589317208,-0.23920525216230223,0.14477747507041197,-0.3181234170311795,0.24940428524483538,Pedro,F
13848,3,0,-0.46492230892181396,-0.06567360134857643,-0.42792152207541684,0.15398383531784693,-0.3674819185715564,0.23613471587440354,Kamil Glik,D
13850,2,0,-0.3173946440219879,-0.03393078006550769,-0.24233542775561126,0.13852733496802883,-0.3054443566028442,0.23758279647182878,Grzegorz Krychowiak,M
13851,1,0,-0.04123307392001152,-0.04363788965419502,-0.3928682076705987,0.1112673017317611,-0.2617218010484468,0.17444602174005672,Michal Skoras,F
13857,1,0,-0.07160213589668274,0.011309289740488764,0.0995376353555818,0.11281546130727764,-0.2098090144217754,0.23242759390275292,Borna Barisic,D
13858,1,0,-0.08008717000484467,0.0018057651795162376,0.011903133273249362,0.09303537012084118,-0.18054356025733245,0.18415509061636495,Josip Juranovic,D
13859,9,1,0.3921561948955059,0.24284925226316428,0.9748581284871829,0.24648389249918043,-0.24025917703522937,0.7259576815615579,Mislav Orsic,F
13860,6,1,-0.16454559937119484,0.14975094987780307,0.7124487638150585,0.2094374651779338,-0.2607464818709472,0.5602483816265533,Marko Livaja,F
13864,2,0,-0.17818466573953629,-0.0651866307268833,-0.42479272828242537,0.1548869573514666,-0.36876506713575785,0.23839180568199125,Yahia Attiat-Allah,D
13866,2,0,-0.33804309368133545,-0.08731726056122453,-0.6659356343300328,0.13158309721655953,-0.34522013110568117,0.17058560998323213,Selim Amallah,M
13869,3,0,-0.65691739320755,-0.12912346131078353,-0.8865648376601507,0.14534853451190857,-0.41400658895412434,0.15575966633255725,Walid Cheddira,F
13870,2,0,-0.405366025865078,-0.13737804562421266,-1.0372868607859271,0.1324325765064158,-0.3969458955767876,0.12218980432836227,Abderrazak Hamdallah,F
13872,1,0,-0.06451313942670822,-0.008637296335978829,-0.08120244478317751,0.10208822221909476,-0.20873021188540455,0.19145561921344692,Collins Fai,D
13873,5,0,-0.3631121627986431,-0.030834655368480738,-0.16580914883262762,0.19922887584402182,-0.4213232520227635,0.359653941285802,Pierre Kunde,M
13875,6,2,1.156753744930029,0.35905110912194493,1.680452662456951,0.2138764227240606,-0.060146679417213855,0.7782488976611037,Vincent Aboubakar,F
13904,1,0,-0.04622694477438927,-0.037866192916351744,-0.3155168962585884,0.11909515693999666,-0.2712927005187452,0.1955603146860417,Filip Mladenovic,M
13906,1,0,-0.05422576144337654,0.002287464464600647,0.020857784984461784,0.10660876086467037,-0.20666570683015328,0.2112406357593546,Andrija Zivkovic,F
13910,1,0,-0.10706596076488495,0.0036964126102292908,0.03780700754553811,0.0973272225139175,-0.187064943517049,0.19445776873750759,Kyung-won Kwon,D
13911,1,1,0.693681389093399,0.30714133327286475,2.5527752245852002,0.12028861570955542,0.07137564648213612,0.5429070200635934,Young-gwon Kim,D
13912,5,1,0.07507957518100739,0.15510529270219223,0.7438457939692331,0.20718332549229468,-0.2509740252627053,0.5611846106670898,Jin-su Kim,D
13917,1,0,-0.10689076781272888,0.00549589319223987,0.045283639300151834,0.11634245737288972,-0.22253532325862396,0.2335271096431037,Chang-hoon Kwon,F
13918,1,0,-0.2092704027891159,-0.06445682841962715,-0.5847474006730732,0.11094788018336432,-0.2819146735790212,0.1530010167397669,Sang-ho Na,F
13919,2,1,0.9026017785072327,0.31172555084467113,2.2587410316961427,0.1380160966397248,0.0412140014308105,0.5822371002585318,Seung-ho Paik,M
13922,1,0,-0.2640824615955353,-0.06881476019463337,-0.5968710583436335,0.11556418564696663,-0.295320564062688,0.15769104367342124,Woo-young Jung,M
13923,10,2,-0.5146717503666878,0.0895833604772564,0.37636747779959456,0.2331725982013749,-0.3674349319974384,0.5466016529519512,Gue-sung Cho,F
13926,1,0,-0.22238600254058838,-0.09080214709057703,-0.879549419905968,0.10357113358427603,-0.29380156891575804,0.11219727473460399,Diego Godin,D
13929,1,0,-0.11883987486362457,-0.053566750107079904,-0.523349821867868,0.1021169883717272,-0.2537160473156652,0.1465825471015054,Nicolas De La Cruz,M
13930,3,2,1.5126849263906479,0.3450534184448226,2.401394169496794,0.14357528754411078,0.06364585485836549,0.6264609820312798,Giorgian De Arrascaeta,M
13937,4,0,-0.24824807420372963,0.0176697463995969,0.0954032388433245,0.1754877346920747,-0.32628621359686955,0.36162570639606334,Angelo Preciado,D
13940,1,0,-0.15972420573234558,-0.05013315423028476,-0.47122787285771417,0.10760415127979345,-0.26103729073867993,0.16077098227811037,Kevin Rodriguez,F
13944,7,0,-0.5579970367252827,-0.023878856756109883,-0.11079226318202846,0.22390205093969984,-0.46272687659792155,0.41496916308570175,Abdelkarim Hassan,D
13946,3,0,-0.3136541284620762,-0.05093681273872515,-0.30550287938948295,0.16827069965351818,-0.3807473840596208,0.2788737585821705,Pedro Miguel,D
13947,2,0,-0.4108046665787697,-0.10537247667611499,-0.7158914418769396,0.14742815056073424,-0.3943316517751541,0.18358669842292413,Ismaeel Mohammed,F
13954,1,0,-0.060732126235961914,0.010858406367472916,0.10937077874147036,0.09778577086251453,-0.18080170452305555,0.2025185172580014,Abdulaziz Hatem,M
13960,1,0,-0.04592876136302948,2.860726593600536e-4,0.004413993792591932,0.11347371530760515,-0.22212240934354602,0.22269455466226615,Hasan Al-Haydos,F
13961,2,0,-0.12348577752709389,-0.009871289677500625,-0.07205600788140377,0.1441822791413501,-0.2924685567945468,0.2727259774395456,Akram Afif,F
13962,3,0,-0.6327834129333496,-0.2325471258834948,-1.3985973215656136,0.16618406385869752,-0.558267891046542,0.09317363927955236,Almoez Ali,F
13963,2,1,0.6708793342113495,0.21937527648022181,1.562028335640644,0.1402047956181695,-0.05542612293139043,0.49417667589183406,Mohammed Muntari,F
13970,1,1,0.9510490484535694,0.355413188276644,3.0958291043465924,0.11472919543317181,0.13054396522762723,0.5802824113256607,Roozbeh Cheshmi,M
13971,1,0,-0.12535294890403748,-0.052156018778659614,-0.5430077396906231,0.09658450371901123,-0.24146164606792161,0.1371496085106024,Ehsan Hajsafi,D
